ID,Category,Channel,Title,URL,Duration,Views,Explanation_Type,Visuals,Examples,Analogies,Real_Life,Quality,Creator_Takeaways,duration_seconds,views_numeric,combined_text,has_analogy,has_example,has_visual,has_application,has_math,has_code,text_length,word_count,log_views,cluster
VID-089,Retrieval-Augmented Generation (RAG),IBM Technology,GraphRAG vs. Traditional RAG: Higher Accuracy & Insight with LLM,http://www.youtube.com/watch?v=Aw7iQjKAX2k,4:17,208K+,Emergent Technology Comparison,Lightboard diagram contrasting disconnected vector chunks with interconnected knowledge graph nodes.,Answering global corpus-level questions ('What are the main themes across all company emails this year?').,Vector search finds individual puzzle pieces; GraphRAG understands how all pieces assemble into the full picture.,"Corporate compliance auditing, scientific research literature mapping.",Ultra-clear lightboard presentation; fast-paced execution; high visual contrast.,Highlight Traditional RAG's biggest weakness (global thematic questions) to motivate why graphs are needed.,257,208000.0,"GraphRAG vs. Traditional RAG: Higher Accuracy & Insight with LLM Emergent Technology Comparison Lightboard diagram contrasting disconnected vector chunks with interconnected knowledge graph nodes. Answering global corpus-level questions ('What are the main themes across all company emails this year?'). Vector search finds individual puzzle pieces; GraphRAG understands how all pieces assemble into the full picture. Corporate compliance auditing, scientific research literature mapping. Highlight Traditional RAG's biggest weakness (global thematic questions) to motivate why graphs are needed.",1,1,1,1,1,0,596,76,12.245298166364206,0
VID-090,Retrieval-Augmented Generation (RAG),Mervin Praison,Chunking Strategies in RAG: Optimising Data for Advanced AI Responses,http://www.youtube.com/watch?v=pIGRwMjhMaQ,14:02,136K+,Data Preprocessing Deep Dive,"Document breakdown slides comparing Fixed-size chunking, Character chunking, Semantic chunking, and Recursive chunking.",Splitting a legal contract so sentences aren't chopped in half mid-clause; chunk overlap preservation.,Slicing a loaf of bread: cutting arbitrarily with a machete vs slicing cleanly along natural loaf sections.,"Technical documentation ingestion, customer support ticket parsing.",Clear instructional voice; zoomed-in code and text comparisons; practical real-world focus.,Demonstrate the catastrophic context loss that happens when chunk borders cut across critical thoughts.,842,136000.0,"Chunking Strategies in RAG: Optimising Data for Advanced AI Responses Data Preprocessing Deep Dive Document breakdown slides comparing Fixed-size chunking, Character chunking, Semantic chunking, and Recursive chunking. Splitting a legal contract so sentences aren't chopped in half mid-clause; chunk overlap preservation. Slicing a loaf of bread: cutting arbitrarily with a machete vs slicing cleanly along natural loaf sections. Technical documentation ingestion, customer support ticket parsing. Demonstrate the catastrophic context loss that happens when chunk borders cut across critical thoughts.",1,1,1,1,0,0,601,79,11.820417517632333,6
VID-091,Retrieval-Augmented Generation (RAG),vectorize,Rerank for better RAG (Explained),http://www.youtube.com/watch?v=K1F8BIgcoNk,13:39,49K+,Two-Stage Retrieval Optimization,Two-stage funnel graphic: Bi-Encoder fast broad search (top 50) feeding Cross-Encoder precision reranker (top 5).,Retrieving customer policy documents and reordering results so the exact clause ranks #1.,A casting call: casting director brings in 50 actors (bi-encoder); director does a deep screen test with 3 finalists (cross-encoder).,"E-commerce product search, enterprise legal discovery, high-stakes medical literature search.",Clean studio microphone; elegant diagrams; logical progression from problem to benchmark metrics.,Show how cross-encoders eliminate the 'lost in the middle' phenomenon in large context windows.,819,49000.0,"Rerank for better RAG (Explained) Two-Stage Retrieval Optimization Two-stage funnel graphic: Bi-Encoder fast broad search (top 50) feeding Cross-Encoder precision reranker (top 5). Retrieving customer policy documents and reordering results so the exact clause ranks #1. A casting call: casting director brings in 50 actors (bi-encoder); director does a deep screen test with 3 finalists (cross-encoder). E-commerce product search, enterprise legal discovery, high-stakes medical literature search. Show how cross-encoders eliminate the 'lost in the middle' phenomenon in large context windows.",1,1,1,1,0,0,594,80,10.799595985047786,0
VID-092,Retrieval-Augmented Generation (RAG),AI Bites,Build an Agentic RAG Pipeline with LangGraph + ChromaDB (Step-by-Step Tutorial),http://www.youtube.com/watch?v=oo4OeE3yVBI,27:20:00,5.0K+,State Machine Implementation,LangGraph node-and-edge state graphs; routing decisions; Python code screencast in VS Code.,"An agent that evaluates retrieved documents, decides if they are sufficient, and rewrites query if irrelevant.","An investigator who doesn't just read the first file, but checks if it actually answers the case, and orders more files if needed.","Autonomous financial auditing, complex research paper analysis.",Clear developer audio; high-resolution code display; step-by-step terminal verification.,Show cyclical corrective loops (self-reflection and query rewriting) rather than one-shot linear pipelines.,98400,5000.0,"Build an Agentic RAG Pipeline with LangGraph + ChromaDB (Step-by-Step Tutorial) State Machine Implementation LangGraph node-and-edge state graphs; routing decisions; Python code screencast in VS Code. An agent that evaluates retrieved documents, decides if they are sufficient, and rewrites query if irrelevant. An investigator who doesn't just read the first file, but checks if it actually answers the case, and orders more files if needed. Autonomous financial auditing, complex research paper analysis. Show cyclical corrective loops (self-reflection and query rewriting) rather than one-shot linear pipelines.",1,1,1,1,0,1,614,85,8.517393171418904,2
VID-093,Retrieval-Augmented Generation (RAG),IBM Technology,What is Agentic RAG?,http://www.youtube.com/watch?v=0z9_MhcYvcY,5:42,349K+,Agentic Architecture Evolution,"Lightboard diagram showing routing agents, tool calling, document grading, and fallback search loops.","An enterprise assistant deciding whether to query SQL tables, vector docs, or live Google Search.",Moving from a static vending machine to an active human research assistant.,"Enterprise multi-department IT helpdesks, dynamic business intelligence suites.",Professional lightboard aesthetic; crisp audio; clear visual grouping of agent decisions.,Explain how routing agents solve the problem of selecting between multiple disparate data stores.,342,349000.0,"What is Agentic RAG? Agentic Architecture Evolution Lightboard diagram showing routing agents, tool calling, document grading, and fallback search loops. An enterprise assistant deciding whether to query SQL tables, vector docs, or live Google Search. Moving from a static vending machine to an active human research assistant. Enterprise multi-department IT helpdesks, dynamic business intelligence suites. Explain how routing agents solve the problem of selecting between multiple disparate data stores.",1,1,1,1,1,0,505,69,12.762830066509972,2
VID-094,Retrieval-Augmented Generation (RAG),AWS Developers,Build a RAG pipeline in LlamaIndex (simple),http://www.youtube.com/watch?v=vNpxWaVzky8,9:40,460K+,Concise Framework Walkthrough,LlamaIndex document loading; VectorStoreIndex generation; and query engine invocation in Jupyter.,Querying local corporate PDF documentation in 5 lines of Python code.,A plug-and-play adapter connecting your private PDF hard drive into the back of an LLM.,"Internal developer documentation search, automated onboarding assistants.",Clean studio microphone; high-resolution screencast; clear step-by-step terminal execution.,Show the minimal working 5-line code snippet first so beginners immediately feel capable.,580,460000.0,"Build a RAG pipeline in LlamaIndex (simple) Concise Framework Walkthrough LlamaIndex document loading; VectorStoreIndex generation; and query engine invocation in Jupyter. Querying local corporate PDF documentation in 5 lines of Python code. A plug-and-play adapter connecting your private PDF hard drive into the back of an LLM. Internal developer documentation search, automated onboarding assistants. Show the minimal working 5-line code snippet first so beginners immediately feel capable.",1,1,1,1,0,1,493,67,13.03898394237596,0
VID-095,Retrieval-Augmented Generation (RAG),codebasics,RAG Explained | All about RAG - Retrieval Augmented Generation,http://www.youtube.com/watch?v=dDkynerzV-Q,14:36,100K+,Practical Architecture & Concepts,Digital pen sketches comparing generic LLM hallucinations against verified grounded RAG answers.,"Company HR policies, employee leave balances, proprietary enterprise databases.",A doctor writing a prescription from memory vs consulting a patient's exact real-time lab test results.,"Healthcare diagnosis compliance, company intranet search bots.","Warm, engaging Indian English; responsive whiteboard drawing; clear audio capture.",Show hallucinations side-by-side with RAG grounded answers to prove the business value.,876,100000.0,"RAG Explained | All about RAG - Retrieval Augmented Generation Practical Architecture & Concepts Digital pen sketches comparing generic LLM hallucinations against verified grounded RAG answers. Company HR policies, employee leave balances, proprietary enterprise databases. A doctor writing a prescription from memory vs consulting a patient's exact real-time lab test results. Healthcare diagnosis compliance, company intranet search bots. Show hallucinations side-by-side with RAG grounded answers to prove the business value.",1,1,1,1,0,0,528,70,11.51293546492023,0
VID-096,Retrieval-Augmented Generation (RAG),Morten Rand-Hendriksen,AI Explained: What is RAG - Retrieval Augmented Generation?,http://www.youtube.com/watch?v=tKPSmn-urB4,2:57,35K+,Ultra-Fast Executive Overview,Dynamic text animations; high-contrast infographic cards; clean split-screen.,Asking an AI about today's weather or recent breaking news.,A student looking up answers in an open textbook during an exam.,"Internal corporate search, dynamic customer service chat.",Studio condenser mic; energetic pacing; sharp professional graphics.,Explain the fundamental value proposition in under 3 minutes for business decision-makers.,177,35000.0,"AI Explained: What is RAG - Retrieval Augmented Generation? Ultra-Fast Executive Overview Dynamic text animations; high-contrast infographic cards; clean split-screen. Asking an AI about today's weather or recent breaking news. A student looking up answers in an open textbook during an exam. Internal corporate search, dynamic customer service chat. Explain the fundamental value proposition in under 3 minutes for business decision-makers.",1,1,1,1,0,0,441,61,10.463131911491969,0
VID-097,Retrieval-Augmented Generation (RAG),ritvikmath,Retrieval Augmented Generation (RAG) Explained in 8 Minutes!,http://www.youtube.com/watch?v=HREbdmOSQ18,8:12,20K+,Enthusiastic Whiteboard Pedagogy,"Real-time tablet sketching of user prompts, embeddings, vector databases, and LLM responses.",A user asking about a company's confidential 2026 Q3 product roadmap.,A smart executive who consults a specialized research binder before answering a board member's question.,"Enterprise search, medical documentation querying.","Energetic, engaging voice; responsive digital ink sketching; friendly delivery.",Draw the complete architecture live while speaking to keep viewers engaged.,492,20000.0,"Retrieval Augmented Generation (RAG) Explained in 8 Minutes! Enthusiastic Whiteboard Pedagogy Real-time tablet sketching of user prompts, embeddings, vector databases, and LLM responses. A user asking about a company's confidential 2026 Q3 product roadmap. A smart executive who consults a specialized research binder before answering a board member's question. Enterprise search, medical documentation querying. Draw the complete architecture live while speaking to keep viewers engaged.",1,1,1,1,1,0,488,65,9.90353755128617,0
VID-098,Retrieval-Augmented Generation (RAG),KodeKloud,RAG Crash Course for Beginners,http://www.youtube.com/watch?v=swvzKSOEluc,58:50:00,285K+,Comprehensive Crash Course,Hands-on terminal screencasts; vector DB installation; Python LangChain code walkthrough.,"Ingesting a collection of company PDFs, generating vector embeddings, and running retrieval QA.",Building a customized Google Search engine scoped specifically to your private documents.,"Automated employee onboarding portals, legal discovery pipelines.",High-fidelity microphone; zoomed code editor; structured chapter markers.,Provide a complete GitHub repository link with all prerequisites pre-configured.,211800,285000.0,"RAG Crash Course for Beginners Comprehensive Crash Course Hands-on terminal screencasts; vector DB installation; Python LangChain code walkthrough. Ingesting a collection of company PDFs, generating vector embeddings, and running retrieval QA. Building a customized Google Search engine scoped specifically to your private documents. Automated employee onboarding portals, legal discovery pipelines. Provide a complete GitHub repository link with all prerequisites pre-configured.",1,1,1,1,1,1,480,60,12.560247968016562,2
VID-099,Retrieval-Augmented Generation (RAG),Krish Naik,Introduction To Understanding RAG(Retrieval-Augmented Generation),http://www.youtube.com/watch?v=fZM3oX4xEyg,20:40,398K+,Applied Architecture Lecture,"Detailed digital pen notes mapping ingestion pipelines, vector stores, and prompt templates.",Querying specialized medical research papers using ChromaDB and LangChain.,A research assistant preparing a 1-page briefing doc for a busy CEO before a press conference.,"Medical literature search, corporate intranet QA bots.",Clear conversational Indian English; detailed tablet writing; focused and thorough.,Explicitly draw both the offline ingestion phase and online query phase separately.,1240,398000.0,"Introduction To Understanding RAG(Retrieval-Augmented Generation) Applied Architecture Lecture Detailed digital pen notes mapping ingestion pipelines, vector stores, and prompt templates. Querying specialized medical research papers using ChromaDB and LangChain. A research assistant preparing a 1-page briefing doc for a busy CEO before a press conference. Medical literature search, corporate intranet QA bots. Explicitly draw both the offline ingestion phase and online query phase separately.",1,1,1,1,1,0,496,64,12.894209796826232,0
VID-100,Retrieval-Augmented Generation (RAG),Apna College,What is RAG ? | Completely Explained in 15 Minutes,http://www.youtube.com/watch?v=Ty8gcCKuwNI,17:24,871K+,High-Energy Student Lecture,Animated slide diagrams; practical code snippets; highlighted architecture flowcharts.,Asking an AI questions about university syllabus notes and exam dates.,An open-book examination where you bring your handwritten notes into the hall.,"EdTech student assistance, customer support automated bots.","Passionate, clear Hinglish/English delivery; bright studio lighting; crisp graphics.",Use energetic student-relevant analogies (exam notes) to make technology instantly relatable.,1044,871000.0,"What is RAG ? | Completely Explained in 15 Minutes High-Energy Student Lecture Animated slide diagrams; practical code snippets; highlighted architecture flowcharts. Asking an AI questions about university syllabus notes and exam dates. An open-book examination where you bring your handwritten notes into the hall. EdTech student assistance, customer support automated bots. Use energetic student-relevant analogies (exam notes) to make technology instantly relatable.",1,1,1,1,0,1,469,63,13.677398403939607,0
VID-101,Retrieval-Augmented Generation (RAG),Better Stack,How to Build a RAG System That Actually Works,http://www.youtube.com/watch?v=pvCabUerwss,12:48,43K+,Production Failure Analysis,Failure mode charts; chunk overlap diagrams; vector distance metrics; production telemetry.,Fixing silent failures where retrieved chunks missed the exact answer clause in a financial report.,A filing clerk who brings you 5 pages that mention the subject but don't contain the actual answer.,"Production enterprise AI systems, automated customer support accuracy.",Crisp developer voice; clean modern dark-mode slides; high information density.,"Focus on real-world pitfalls (retrieval degradation, chunking boundaries) rather than just happy paths.",768,43000.0,"How to Build a RAG System That Actually Works Production Failure Analysis Failure mode charts; chunk overlap diagrams; vector distance metrics; production telemetry. Fixing silent failures where retrieved chunks missed the exact answer clause in a financial report. A filing clerk who brings you 5 pages that mention the subject but don't contain the actual answer. Production enterprise AI systems, automated customer support accuracy. Focus on real-world pitfalls (retrieval degradation, chunking boundaries) rather than just happy paths.",1,1,1,1,1,0,540,77,10.66897865021924,0
VID-102,Retrieval-Augmented Generation (RAG),IBM Technology,Is RAG Still Needed? Choosing the Best Approach for LLMs,http://www.youtube.com/watch?v=UabBYexBD4k,11:10,988K+,Long Context vs RAG Architectural Debate,Lightboard comparison evaluating 1-million-token context windows against vector RAG retrieval.,"Dumping 1,000 PDFs into a million-token context window vs retrieving top 5 chunks via RAG.",Reading the entire encyclopedia every time you have a question vs using the index to flip to page 42.,"Cloud API billing optimization, enterprise latency reduction.",Flawless lightboard production; balanced studio sound; authoritative delivery.,Tackle emerging controversies directly (e.g. 'Does 1M context kill RAG?') with latency and cost math.,670,988000.0,"Is RAG Still Needed? Choosing the Best Approach for LLMs Long Context vs RAG Architectural Debate Lightboard comparison evaluating 1-million-token context windows against vector RAG retrieval. Dumping 1,000 PDFs into a million-token context window vs retrieving top 5 chunks via RAG. Reading the entire encyclopedia every time you have a question vs using the index to flip to page 42. Cloud API billing optimization, enterprise latency reduction. Tackle emerging controversies directly (e.g. 'Does 1M context kill RAG?') with latency and cost math.",1,1,1,1,1,0,549,82,13.80343898887524,0
VID-103,Retrieval-Augmented Generation (RAG),Prompt Engineering,Graph RAG: Improving RAG with Knowledge Graphs,http://www.youtube.com/watch?v=vX3A96_F3FU,15:58,144K+,Knowledge Graph Architecture,Interconnected entity graph nodes; community clustering summaries; Python code implementation.,Synthesizing themes across thousands of intelligence reports using Microsoft GraphRAG.,Connecting police evidence pins with red yarn on a corkboard to see the syndicate structure.,"Financial crime investigation, complex scientific paper synthesis.",Clear instructional audio; step-by-step terminal execution; detailed architecture slides.,Show how Knowledge Graphs extract entity relationships to answer global questions vector search cannot.,958,144000.0,"Graph RAG: Improving RAG with Knowledge Graphs Knowledge Graph Architecture Interconnected entity graph nodes; community clustering summaries; Python code implementation. Synthesizing themes across thousands of intelligence reports using Microsoft GraphRAG. Connecting police evidence pins with red yarn on a corkboard to see the syndicate structure. Financial crime investigation, complex scientific paper synthesis. Show how Knowledge Graphs extract entity relationships to answer global questions vector search cannot.",1,1,1,1,1,1,521,66,11.87757552297847,0
VID-104,Retrieval-Augmented Generation (RAG),AI Engineer,GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem,http://www.youtube.com/watch?v=knDDGYHnnSI,19:15,287K+,Keynote Conference Presentation,Conference presentation slides; live audience keynote stage; Neo4j graph queries.,Detecting Panama Papers offshore money laundering structures using combined graph and text search.,Knowing someone's entire social tree and background versus just reading their single latest tweet.,"Global anti-money laundering, pharmaceutical drug discovery interaction mapping.",Auditorium professional audio capture; multi-camera stage footage; clear presentation slides.,Ground advanced AI topics in high-profile historical investigative datasets (e.g. Panama Papers).,1155,287000.0,"GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem Keynote Conference Presentation Conference presentation slides; live audience keynote stage; Neo4j graph queries. Detecting Panama Papers offshore money laundering structures using combined graph and text search. Knowing someone's entire social tree and background versus just reading their single latest tweet. Global anti-money laundering, pharmaceutical drug discovery interaction mapping. Ground advanced AI topics in high-profile historical investigative datasets (e.g. Panama Papers).",1,1,1,1,0,0,554,70,12.567240979056246,0
VID-105,Retrieval-Augmented Generation (RAG),pixegami,RAG Reranking Explained: How To Improve RAG Results,http://www.youtube.com/watch?v=R5MPqm0V6aQ,14:25,15K+,Visual Code & Math Tutorial,Side-by-side Python code; Cohere Rerank API calls; precision metric comparison bar charts.,Re-ranking search results over technical coding documentation to promote the exact syntax example.,"A guidance counselor reviewing 100 applications, then an admissions dean interviewing top 5.","Developer documentation search engines, e-commerce catalog search.",Crisp close-mic audio; clean VS Code environment; smooth pacing.,Demonstrate the measurable jump in retrieval accuracy (Hit Rate / MRR) after adding a reranker.,865,15000.0,"RAG Reranking Explained: How To Improve RAG Results Visual Code & Math Tutorial Side-by-side Python code; Cohere Rerank API calls; precision metric comparison bar charts. Re-ranking search results over technical coding documentation to promote the exact syntax example. A guidance counselor reviewing 100 applications, then an admissions dean interviewing top 5. Developer documentation search engines, e-commerce catalog search. Demonstrate the measurable jump in retrieval accuracy (Hit Rate / MRR) after adding a reranker.",1,1,1,1,1,1,525,73,9.61587214452889,0
VID-106,Retrieval-Augmented Generation (RAG),AI Anytime,Build an Agentic RAG System with LangGraph,http://www.youtube.com/watch?v=moaWbFTVOEo,18:23,4.0K+,Code-First Step-by-Step Build,LangGraph state transition graph diagram; VS Code development; terminal evaluation output.,Creating an agent that grades retrieved documents for relevance and triggers web search if vector store fails.,"A researcher who checks their local bookshelf first, and if missing, heads to the city library.","Autonomous market intelligence gathering, enterprise decision support.",Clear instructional audio; high-resolution code display; steady pacing.,Implement a fallback web search step to show how agents handle missing internal documentation.,1103,4000.0,"Build an Agentic RAG System with LangGraph Code-First Step-by-Step Build LangGraph state transition graph diagram; VS Code development; terminal evaluation output. Creating an agent that grades retrieved documents for relevance and triggers web search if vector store fails. A researcher who checks their local bookshelf first, and if missing, heads to the city library. Autonomous market intelligence gathering, enterprise decision support. Implement a fallback web search step to show how agents handle missing internal documentation.",1,1,1,1,1,1,536,75,8.294299608857235,2
VID-107,Retrieval-Augmented Generation (RAG),Alejandro AO,Introduction to LlamaIndex with Python (2025),http://www.youtube.com/watch?v=cCyYGYyCka4,39:57:00,73K+,Comprehensive Framework Guide,LlamaIndex pipeline diagrams; live Jupyter notebook coding; vector store inspection.,Building document indices over multiple PDF formats with metadata filtering.,Creating an automated personal librarian who indexes every document as soon as it touches your desk.,"Personal knowledge management, enterprise document search.","Warm, engaging vocal delivery; crisp screencasts; structured timestamps.",Highlight metadata filtering as an essential prerequisite for enterprise-grade RAG.,143820,73000.0,"Introduction to LlamaIndex with Python (2025) Comprehensive Framework Guide LlamaIndex pipeline diagrams; live Jupyter notebook coding; vector store inspection. Building document indices over multiple PDF formats with metadata filtering. Creating an automated personal librarian who indexes every document as soon as it touches your desk. Personal knowledge management, enterprise document search. Highlight metadata filtering as an essential prerequisite for enterprise-grade RAG.",1,1,1,1,1,1,481,61,11.19822841866684,0
VID-108,Retrieval-Augmented Generation (RAG),Digibase Media,LangChain vs LlamaIndex (2025) - Which One is Better?,http://www.youtube.com/watch?v=sw_IK4M7S0A,3:09,25K+,Framework Comparison,Split-screen feature comparison table; use-case categorization flowcharts.,Choosing LangChain for complex multi-agent workflows vs LlamaIndex for advanced search and data indexing.,LangChain is a Swiss Army Knife with many tools; LlamaIndex is a precision scalpel for document retrieval.,"Enterprise architecture stack selection, startup MVP development.","Clean, punchy narration; fast slide transitions; clear summary bullets.",Help viewers choose between competing tools in under 4 minutes using clear decision criteria.,189,25000.0,"LangChain vs LlamaIndex (2025) - Which One is Better? Framework Comparison Split-screen feature comparison table; use-case categorization flowcharts. Choosing LangChain for complex multi-agent workflows vs LlamaIndex for advanced search and data indexing. LangChain is a Swiss Army Knife with many tools; LlamaIndex is a precision scalpel for document retrieval. Enterprise architecture stack selection, startup MVP development. Help viewers choose between competing tools in under 4 minutes using clear decision criteria.",1,1,1,1,0,0,522,70,10.12667110305036,0
VID-109,Generative AI & Diffusion Models,3Blue1Brown,But how do AI images and videos actually work? | Guest video by Welch Labs,http://www.youtube.com/watch?v=iv-5mZ_9CPY,37:20:00,2.1M+,Mathematical Intuition & Visual Manim Animations,"Vector space morphing, noise degradation trajectories, score-based vector arrows reversing entropy.",Generating photorealistic portraits and continuous video sequences from pure Gaussian static.,Sculpting a statue out of a block of marble; reversing a drop of ink dispersing into a glass of water.,"Midjourney, Sora, Stable Diffusion, autonomous game asset rendering.","Welch Labs hallmark narrative storytelling, pristine acoustic isolation, cinematic 60fps Manim math.",Explain forward noise addition as an easily reversible thermodynamic process before showing U-Net math.,134400,2100000.0,"But how do AI images and videos actually work? | Guest video by Welch Labs Mathematical Intuition & Visual Manim Animations Vector space morphing, noise degradation trajectories, score-based vector arrows reversing entropy. Generating photorealistic portraits and continuous video sequences from pure Gaussian static. Sculpting a statue out of a block of marble; reversing a drop of ink dispersing into a glass of water. Midjourney, Sora, Stable Diffusion, autonomous game asset rendering. Explain forward noise addition as an easily reversible thermodynamic process before showing U-Net math.",1,1,1,1,1,0,593,85,14.557448378884017,5
VID-110,Generative AI & Diffusion Models,AssemblyAI,Diffusion models explained in 4-difficulty levels,http://www.youtube.com/watch?v=yTAMrHVG1ew,7:08,175K+,Multi-Tiered Pedagogical Escalation,Layered conceptual diagrams escalating from 5-year-old sketches to differential equations.,"Progressive noise removal on a digital dog photo across 1,000 discrete timesteps.",Level 1: Cleaning a messy room; Level 4: Solving stochastic reverse-time Langevin dynamics.,"Photoshop generative fill, text-to-image commercial platforms.","Dynamic vocal modulation, modern 2D motion graphics, clear chapter segmentation.",The '4 levels of difficulty' framework gives beginners a gentle on-ramp while satisfying advanced viewers.,428,175000.0,"Diffusion models explained in 4-difficulty levels Multi-Tiered Pedagogical Escalation Layered conceptual diagrams escalating from 5-year-old sketches to differential equations. Progressive noise removal on a digital dog photo across 1,000 discrete timesteps. Level 1: Cleaning a messy room; Level 4: Solving stochastic reverse-time Langevin dynamics. Photoshop generative fill, text-to-image commercial platforms. The '4 levels of difficulty' framework gives beginners a gentle on-ramp while satisfying advanced viewers.",1,1,1,1,0,0,520,65,12.07254696717504,5
VID-111,Generative AI & Diffusion Models,IBM Technology,Diffusion Models for AI Image Generation,http://www.youtube.com/watch?v=x2GRE-RzmD8,12:05,97K+,Lightboard System Architectural Walkthrough,Hand-sketched U-Net architecture diagrams with skip connections and CLIP text conditioning arrows.,Synthesizing a 'cat astronaut riding a horse on Mars' from noisy random pixels.,A blind artist feeling out the rough contours of clay and progressively refining fine details.,"Advertising creative generation, film concept art iteration.","4K studio lightboard, neon marker contrast against dark backdrop, executive delivery.",Pair the visual image noise breakdown with the text conditioning (CLIP) pipeline in the same diagram.,725,97000.0,"Diffusion Models for AI Image Generation Lightboard System Architectural Walkthrough Hand-sketched U-Net architecture diagrams with skip connections and CLIP text conditioning arrows. Synthesizing a 'cat astronaut riding a horse on Mars' from noisy random pixels. A blind artist feeling out the rough contours of clay and progressively refining fine details. Advertising creative generation, film concept art iteration. Pair the visual image noise breakdown with the text conditioning (CLIP) pipeline in the same diagram.",1,1,1,1,0,0,521,73,11.48247656671073,5
VID-112,Generative AI & Diffusion Models,Ari Seff,What are Diffusion Models?,http://www.youtube.com/watch?v=fbLgFrlTnGU,15:28,329K+,Graduate-Level Visual Paper Synthesis,"Markov chain forward-backward trajectory plots, probability distribution manifolds.",Denoising Diffusion Probabilistic Models (DDPM) and score-based generative modeling.,Tracking the Brownian motion of particles suspended in air and rewinding the tape backwards.,"Protein structure generation in biopharma, synthetic medical data generation.","Calm, deeply articulate academic narration, pristine custom animated slide diagrams.",Illustrate the Markov chain transition steps visually to explain why latent sampling takes multiple steps.,928,329000.0,"What are Diffusion Models? Graduate-Level Visual Paper Synthesis Markov chain forward-backward trajectory plots, probability distribution manifolds. Denoising Diffusion Probabilistic Models (DDPM) and score-based generative modeling. Tracking the Brownian motion of particles suspended in air and rewinding the tape backwards. Protein structure generation in biopharma, synthetic medical data generation. Illustrate the Markov chain transition steps visually to explain why latent sampling takes multiple steps.",1,1,1,1,1,0,511,63,12.703816069256568,5
VID-113,Generative AI & Diffusion Models,Computerphile,How AI Image Generators Work (Stable Diffusion / Dall-E) - Computerphile,http://www.youtube.com/watch?v=1CIpzeNxIhU,17:50,1.1M+,Conversational Expert Interview,Dr. Mike Pound demonstrating latent space vectors on paper and live software overlays.,Latent space compression reducing a 512x512 image into a compact 64x64 latent tensor.,Packing clothes into a vacuum-seal space bag before shipping them across the country.,Consumer generative AI running on standard laptop graphics cards.,"Classic Computerphile conversational tone, close-up camera angles, spontaneous diagrams.",Explain Latent Diffusion by contrasting pixel-space rendering cost with compressed latent-space efficiency.,1070,1100000.0,How AI Image Generators Work (Stable Diffusion / Dall-E) - Computerphile Conversational Expert Interview Dr. Mike Pound demonstrating latent space vectors on paper and live software overlays. Latent space compression reducing a 512x512 image into a compact 64x64 latent tensor. Packing clothes into a vacuum-seal space bag before shipping them across the country. Consumer generative AI running on standard laptop graphics cards. Explain Latent Diffusion by contrasting pixel-space rendering cost with compressed latent-space efficiency.,1,1,1,1,0,0,537,74,13.910821646859096,5
VID-114,Generative AI & Diffusion Models,Render Realm,Stable Diffusion explained (in less than 10 minutes),http://www.youtube.com/watch?v=QdRP9pO89MY,9:56,132K+,Creator-Focused Rapid Visual Overview,"3-stage pipeline motion graphics: VAE Encoder/Decoder, U-Net Denoiser, and Text CLIP Encoder.",Generating cyber-punk cityscape illustrations with negative prompting control.,"Three team members: the Translator (CLIP), the Detective (U-Net), and the Artist (VAE Decoder).","Digital art studios, video game texture generation.","Crisp dynamic narration, clean graphic assets, rapid information delivery.",Assign human character roles to the three major model components to clarify their functional handoffs.,596,132000.0,"Stable Diffusion explained (in less than 10 minutes) Creator-Focused Rapid Visual Overview 3-stage pipeline motion graphics: VAE Encoder/Decoder, U-Net Denoiser, and Text CLIP Encoder. Generating cyber-punk cityscape illustrations with negative prompting control. Three team members: the Translator (CLIP), the Detective (U-Net), and the Artist (VAE Decoder). Digital art studios, video game texture generation. Assign human character roles to the three major model components to clarify their functional handoffs.",1,1,1,1,0,0,514,68,11.790564777297387,5
VID-115,Generative AI & Diffusion Models,IBM Technology,What are GANs (Generative Adversarial Networks)?,http://www.youtube.com/watch?v=TpMIssRdhco,8:23,517K+,Adversarial Game Theory Lightboard Lecture,Two competing neural network boxes (Generator vs Discriminator) in an adversarial feedback loop.,Generating realistic human faces from scratch (ThisPersonDoesNotExist).,An art forger trying to paint a fake Rembrandt while an art detective tries to catch them.,"Video game texture upscaling, synthetic training data generation.","Studio-mastered audio, vivid marker contrast, engaging interactive presentation.",The 'Art Forger vs Art Detective' metaphor is universally recognized and instantly understood.,503,517000.0,"What are GANs (Generative Adversarial Networks)? Adversarial Game Theory Lightboard Lecture Two competing neural network boxes (Generator vs Discriminator) in an adversarial feedback loop. Generating realistic human faces from scratch (ThisPersonDoesNotExist). An art forger trying to paint a fake Rembrandt while an art detective tries to catch them. Video game texture upscaling, synthetic training data generation. The 'Art Forger vs Art Detective' metaphor is universally recognized and instantly understood.",1,1,1,1,0,0,512,69,13.155800087724671,5
