ID,Category,Channel,Title,URL,Duration,Views,Explanation_Type,Visuals,Examples,Analogies,Real_Life,Quality,Creator_Takeaways,duration_seconds,views_numeric,combined_text,has_analogy,has_example,has_visual,has_math,has_code,has_application
VID-043,Natural Language Processing (NLP),CodeEmporium,BERT Neural Network - EXPLAINED!,http://www.youtube.com/watch?v=xI0HHN5XKDo,11:37,505K+,Pre-training Objective Deep Dive,Whiteboard animation of Masked Language Model (MLM) and Next Sentence Prediction (NSP).,Predicting '[MASK]' in 'The man went to the [MASK] to buy a gallon of milk.',Filling in blanks on a high-school reading comprehension exam.,Google search query ranking improvements (bidirectional understanding).,Crisp energetic delivery; clean whiteboard style with highlighted code and architecture.,Explain pre-training objectives (Masked LM) explicitly before explaining downstream fine-tuning.,697,505000.0,"Title: BERT Neural Network - EXPLAINED!
Explanation: Pre-training Objective Deep Dive
Visuals: Whiteboard animation of Masked Language Model (MLM) and Next Sentence Prediction (NSP).
Examples: Predicting '[MASK]' in 'The man went to the [MASK] to buy a gallon of milk.'
Analogies: Filling in blanks on a high-school reading comprehension exam.
Applications: Google search query ranking improvements (bidirectional understanding).
Quality: Crisp energetic delivery; clean whiteboard style with highlighted code and architecture.
Takeaway: Explain pre-training objectives (Masked LM) explicitly before explaining downstream fine-tuning.",1,1,1,0,1,1
VID-044,Natural Language Processing (NLP),StatQuest with Josh Starmer,"Attention for Neural Networks, Clearly Explained!!!",http://www.youtube.com/watch?v=PSs6nxngL6k,15:51,464K+,Stepwise Mathematical Intuition,Animated softmax equations; color-coded attention weight bars adjusting dynamically across words.,Translating the phrase 'bank of the river' into Spanish and focusing attention on 'river'.,Spotlight operators illuminating the most relevant actor on a crowded theater stage.,"Multilingual document translation, automated legal contract summarization.","Energetic, clear acoustic setup; trademark mnemonics and celebration sound bites.",Show how attention scores are calculated using simple unnormalized dot products before showing softmax.,951,464000.0,"Title: Attention for Neural Networks, Clearly Explained!!!
Explanation: Stepwise Mathematical Intuition
Visuals: Animated softmax equations; color-coded attention weight bars adjusting dynamically across words.
Examples: Translating the phrase 'bank of the river' into Spanish and focusing attention on 'river'.
Analogies: Spotlight operators illuminating the most relevant actor on a crowded theater stage.
Applications: Multilingual document translation, automated legal contract summarization.
Quality: Energetic, clear acoustic setup; trademark mnemonics and celebration sound bites.
Takeaway: Show how attention scores are calculated using simple unnormalized dot products before showing softmax.",1,1,1,1,1,1
VID-045,Natural Language Processing (NLP),Data Science Garage,Calculate TF-IDF in NLP (Simple Example),http://www.youtube.com/watch?v=vZAXpvHhQow,08:22,143K+,Manual Calculation & Formula Breakdown,Document term tables; step-by-step arithmetic substitution into TF and IDF formulas.,"Three mini-documents comparing frequency of common words ('the', 'is') vs rare words ('algorithm').",A filter that mutes white noise while amplifying rare musical notes.,"Information retrieval in search engines, legal e-discovery keyword search.",Clear instructional voiceover; full-screen formula breakdowns; focused instructional delivery.,Manually compute the numbers for a 3-sentence corpus so viewers understand why common words get penalized.,502,143000.0,"Title: Calculate TF-IDF in NLP (Simple Example)
Explanation: Manual Calculation & Formula Breakdown
Visuals: Document term tables; step-by-step arithmetic substitution into TF and IDF formulas.
Examples: Three mini-documents comparing frequency of common words ('the', 'is') vs rare words ('algorithm').
Analogies: A filter that mutes white noise while amplifying rare musical notes.
Applications: Information retrieval in search engines, legal e-discovery keyword search.
Quality: Clear instructional voiceover; full-screen formula breakdowns; focused instructional delivery.
Takeaway: Manually compute the numbers for a 3-sentence corpus so viewers understand why common words get penalized.",1,1,1,1,0,1
VID-046,Natural Language Processing (NLP),CodeCraft Academy,NLP Basics Explained: Tokenization & Embeddings,http://www.youtube.com/watch?v=TlflB-3Xd-4,07:16,809,Beginner Conceptual Stepping-Stone,Text sentence breaking into colored token blocks; numeric vectors mapped to semantic axes.,Converting 'AI is amazing' into word IDs and embedding coordinates.,Translating spoken language into musical notes that an automated player piano can read.,"Search bar query completion, chat filter moderation.",Warm voiceover; clean slide cards; well-paced delivery.,Avoid introducing complex math in beginner videos; emphasize input-transformation-output flow.,436,809.0,"Title: NLP Basics Explained: Tokenization & Embeddings
Explanation: Beginner Conceptual Stepping-Stone
Visuals: Text sentence breaking into colored token blocks; numeric vectors mapped to semantic axes.
Examples: Converting 'AI is amazing' into word IDs and embedding coordinates.
Analogies: Translating spoken language into musical notes that an automated player piano can read.
Applications: Search bar query completion, chat filter moderation.
Quality: Warm voiceover; clean slide cards; well-paced delivery.
Takeaway: Avoid introducing complex math in beginner videos; emphasize input-transformation-output flow.",1,1,1,0,0,1
VID-047,Natural Language Processing (NLP),IBM Technology,What are Word Embeddings?,http://www.youtube.com/watch?v=wgfSDrqYMJ4,08:38,277K+,Semantic Space Lightboard Lecture,3D coordinate axes drawn on lightboard with words positioned by semantic proximity.,"Plotting 'coffee', 'tea', 'cup', and 'mug' in one cluster, and 'rocket', 'moon', 'star' in another.","Arranging grocery items in supermarket aisles: dairy products grouped together, hardware elsewhere.","E-commerce related search suggestions, multilingual translation engines.",Studio-level audio clarity; balanced dynamic range; clear handwriting on glass.,Plot familiar word clusters on a whiteboard to make n-dimensional vector geometry feel intuitive.,518,277000.0,"Title: What are Word Embeddings?
Explanation: Semantic Space Lightboard Lecture
Visuals: 3D coordinate axes drawn on lightboard with words positioned by semantic proximity.
Examples: Plotting 'coffee', 'tea', 'cup', and 'mug' in one cluster, and 'rocket', 'moon', 'star' in another.
Analogies: Arranging grocery items in supermarket aisles: dairy products grouped together, hardware elsewhere.
Applications: E-commerce related search suggestions, multilingual translation engines.
Quality: Studio-level audio clarity; balanced dynamic range; clear handwriting on glass.
Takeaway: Plot familiar word clusters on a whiteboard to make n-dimensional vector geometry feel intuitive.",1,1,1,1,0,1
VID-048,Natural Language Processing (NLP),Krish Naik,Word Embedding - Natural Language Processing,http://www.youtube.com/watch?v=pO_6Jk0QtKw,15:10,219K+,Curriculum-Aligned Technical Lecture,Handwritten digital notes; vector dimensionality reduction formulas; feature representation matrices.,"Representing vocabulary in a 300-dimension vector matrix with gender, age, and nobility features.",Giving words a detailed resume with scores across hundreds of character traits.,"Document classification in legal firms, sentiment scoring of financial filings.",Clear conversational Indian English; detailed tablet writing; focused and thorough.,"Show concrete feature labels (e.g. 'Gender', 'Royalty', 'Food') on initial embedding matrix columns.",910,219000.0,"Title: Word Embedding - Natural Language Processing
Explanation: Curriculum-Aligned Technical Lecture
Visuals: Handwritten digital notes; vector dimensionality reduction formulas; feature representation matrices.
Examples: Representing vocabulary in a 300-dimension vector matrix with gender, age, and nobility features.
Analogies: Giving words a detailed resume with scores across hundreds of character traits.
Applications: Document classification in legal firms, sentiment scoring of financial filings.
Quality: Clear conversational Indian English; detailed tablet writing; focused and thorough.
Takeaway: Show concrete feature labels (e.g. 'Gender', 'Royalty', 'Food') on initial embedding matrix columns.",1,1,1,1,0,1
VID-049,Natural Language Processing (NLP),CodeEmporium,BERT vs GPT,http://www.youtube.com/watch?v=BEt_BACGw6g,01:00,449K+,60-Second Rapid Architectural Contrast,Split-screen comparing Bidirectional Encoder (BERT) looking both ways vs Autoregressive Decoder (GPT) looking left.,BERT solving sentence classification vs GPT generating the next sentence.,A reader inspecting an entire historical sentence vs a writer composing word-by-word into the future.,Search query classification (BERT) vs chatbot conversation generation (GPT).,High-energy voiceover; rapid text and graphic animations; zero silence.,Focus on the single core distinction (Bidirectional vs Unidirectional) in under 60 seconds.,60,449000.0,"Title: BERT vs GPT
Explanation: 60-Second Rapid Architectural Contrast
Visuals: Split-screen comparing Bidirectional Encoder (BERT) looking both ways vs Autoregressive Decoder (GPT) looking left.
Examples: BERT solving sentence classification vs GPT generating the next sentence.
Analogies: A reader inspecting an entire historical sentence vs a writer composing word-by-word into the future.
Applications: Search query classification (BERT) vs chatbot conversation generation (GPT).
Quality: High-energy voiceover; rapid text and graphic animations; zero silence.
Takeaway: Focus on the single core distinction (Bidirectional vs Unidirectional) in under 60 seconds.",1,1,1,0,1,1
VID-050,Natural Language Processing (NLP),Jay Alammar,Language Processing with BERT: The 3 Minute Intro,http://www.youtube.com/watch?v=ioGry-89gqE,06:10,109K+,Illustrated Concept Primer,Acclaimed visual book illustrations; token embedding stacks; transformer block flow.,Fine-tuning BERT for spam vs non-spam email classification with a single extra output layer.,Hiring a genius who has read every book in the world and training them for 10 minutes on your company's email sorting.,"Customer sentiment routing, intent classification in contact centers.","Gentle, authoritative voiceover; exquisite illustration aesthetics; peaceful background.",Use the 'transfer learning: pre-trained generalist + lightweight task head' visual metaphor.,370,109000.0,"Title: Language Processing with BERT: The 3 Minute Intro
Explanation: Illustrated Concept Primer
Visuals: Acclaimed visual book illustrations; token embedding stacks; transformer block flow.
Examples: Fine-tuning BERT for spam vs non-spam email classification with a single extra output layer.
Analogies: Hiring a genius who has read every book in the world and training them for 10 minutes on your company's email sorting.
Applications: Customer sentiment routing, intent classification in contact centers.
Quality: Gentle, authoritative voiceover; exquisite illustration aesthetics; peaceful background.
Takeaway: Use the 'transfer learning: pre-trained generalist + lightweight task head' visual metaphor.",1,1,1,0,0,1
VID-051,Natural Language Processing (NLP),AssemblyAI,What is BERT and how does it work?,http://www.youtube.com/watch?v=6ahxPTLZxU8,08:56,87K+,Developer Motion Graphics,Animated transformer encoders; masking probability distributions; next sentence labels.,Masking 15% of tokens in Wikipedia sentences during pre-training.,A student practicing fill-in-the-blank language quizzes to achieve native fluency.,"Named Entity Recognition (NER), question answering over technical documentation.",Clean studio microphone; upbeat tech pacing; professional motion design.,"Clearly explain the 15% masking rule (80% [MASK], 10% random, 10% original) to demystify pre-training.",536,87000.0,"Title: What is BERT and how does it work?
Explanation: Developer Motion Graphics
Visuals: Animated transformer encoders; masking probability distributions; next sentence labels.
Examples: Masking 15% of tokens in Wikipedia sentences during pre-training.
Analogies: A student practicing fill-in-the-blank language quizzes to achieve native fluency.
Applications: Named Entity Recognition (NER), question answering over technical documentation.
Quality: Clean studio microphone; upbeat tech pacing; professional motion design.
Takeaway: Clearly explain the 15% masking rule (80% [MASK], 10% random, 10% original) to demystify pre-training.",1,1,1,0,1,1
VID-052,Natural Language Processing (NLP),Under The Hood,How Attention Mechanism Works in Transformer Architecture,http://www.youtube.com/watch?v=KMHkbXzHn7s,22:10,139K+,In-Depth Matrix Derivation,Scaled dot product formulas; dimension normalization factors (1/sqrt(dk)); multi-head split projections.,Computing attention between words in a 5-word sentence with explicit 4x4 matrix multiplications.,Scaling variance like adjusting a microscope lens so extreme values don't push gradients into flat sigmoid zones.,High-accuracy sentence translation in international diplomacy and commerce.,"Measured, calm academic voiceover; detailed digital chalkboard calculations.",Explain WHY the scaling factor sqrt(dk) is necessary (preventing vanishing gradients in softmax).,1330,139000.0,"Title: How Attention Mechanism Works in Transformer Architecture
Explanation: In-Depth Matrix Derivation
Visuals: Scaled dot product formulas; dimension normalization factors (1/sqrt(dk)); multi-head split projections.
Examples: Computing attention between words in a 5-word sentence with explicit 4x4 matrix multiplications.
Analogies: Scaling variance like adjusting a microscope lens so extreme values don't push gradients into flat sigmoid zones.
Applications: High-accuracy sentence translation in international diplomacy and commerce.
Quality: Measured, calm academic voiceover; detailed digital chalkboard calculations.
Takeaway: Explain WHY the scaling factor sqrt(dk) is necessary (preventing vanishing gradients in softmax).",1,1,1,1,0,1
VID-053,Natural Language Processing (NLP),Hex,Word Embeddings: TF-IDF,http://www.youtube.com/watch?v=x1u5TotQ0G0,05:26,17K+,Pragmatic Data Science Tutorial,Term count tables; log inverse curve graphs; sparse matrix visualizations.,Finding the most unique search terms in a collection of data science articles.,A metal detector that ignores common iron nails to beep only for rare gold coins.,"Search engine relevancy ranking, automated keyword tagging.",Crisp developer voiceover; high-contrast dark theme visuals; focused 5-minute pacing.,Keep the mathematical explanation grounded in a 3-document comparison table.,326,17000.0,"Title: Word Embeddings: TF-IDF
Explanation: Pragmatic Data Science Tutorial
Visuals: Term count tables; log inverse curve graphs; sparse matrix visualizations.
Examples: Finding the most unique search terms in a collection of data science articles.
Analogies: A metal detector that ignores common iron nails to beep only for rare gold coins.
Applications: Search engine relevancy ranking, automated keyword tagging.
Quality: Crisp developer voiceover; high-contrast dark theme visuals; focused 5-minute pacing.
Takeaway: Keep the mathematical explanation grounded in a 3-document comparison table.",1,1,1,1,0,1
VID-054,Natural Language Processing (NLP),DataMListic,Term Frequency Inverse Document Frequency (TF-IDF) Explained,http://www.youtube.com/watch?v=zLMEnNbdh4Q,08:59,43K+,Educational Formula Walkthrough,Stepwise math animations calculating log(N/df) for common vs rare terms.,"Filtering stop words ('the', 'a') and prioritizing domain terms ('quantum', 'cryptography').",Turning down the background static on a radio to hear the emergency broadcast clearly.,"Email spam filtering, topic modeling in news feeds.",Balanced audio; clear step-by-step mathematical slides; steady tempo.,Explain why the logarithm is applied to inverse frequency (dampening effect of huge document counts).,539,43000.0,"Title: Term Frequency Inverse Document Frequency (TF-IDF) Explained
Explanation: Educational Formula Walkthrough
Visuals: Stepwise math animations calculating log(N/df) for common vs rare terms.
Examples: Filtering stop words ('the', 'a') and prioritizing domain terms ('quantum', 'cryptography').
Analogies: Turning down the background static on a radio to hear the emergency broadcast clearly.
Applications: Email spam filtering, topic modeling in news feeds.
Quality: Balanced audio; clear step-by-step mathematical slides; steady tempo.
Takeaway: Explain why the logarithm is applied to inverse frequency (dampening effect of huge document counts).",1,1,1,1,0,1
VID-055,Natural Language Processing (NLP),StatQuest with Josh Starmer,Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks,http://www.youtube.com/watch?v=L8HKweZIOmg,16:50,374K+,Pedagogical Pipeline Walkthrough,Encoder RNN condensing sentence into a context vector; Decoder RNN generating output tokens.,Translating 'How are you?' into Spanish '¿Cómo estás?'.,"A translator listening to an entire foreign sentence, summarizing the thought in their head, then speaking.","Voice transcription, closed-captioning generation.",Energetic and friendly tone; acoustic guitar breaks; colorful slide layout.,Show how the fixed-length context vector bottleneck created the need for the Attention mechanism.,1010,374000.0,"Title: Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks
Explanation: Pedagogical Pipeline Walkthrough
Visuals: Encoder RNN condensing sentence into a context vector; Decoder RNN generating output tokens.
Examples: Translating 'How are you?' into Spanish '¿Cómo estás?'.
Analogies: A translator listening to an entire foreign sentence, summarizing the thought in their head, then speaking.
Applications: Voice transcription, closed-captioning generation.
Quality: Energetic and friendly tone; acoustic guitar breaks; colorful slide layout.
Takeaway: Show how the fixed-length context vector bottleneck created the need for the Attention mechanism.",1,1,1,0,1,1
VID-056,Large Language Models (LLM),3Blue1Brown,Large Language Models explained briefly,http://www.youtube.com/watch?v=LPZh9BOjkQs,07:58,7.5M+,Conceptual & Philosophical Deconstruction,Token probability distribution towers; vector space text morphing; animated connection graphs.,Predicting the next token following 'The first person to walk on the moon was...',An unimaginably sophisticated autocomplete engine that internalized a simulation of human knowledge.,"ChatGPT, automated coding assistants, AI creative writing engines.",Unrivaled vocal intimacy and acoustic polish; elegant 60fps Manim vector transitions.,Frame LLMs as next-token predictors before addressing emergent reasoning capabilities.,478,7500000.0,"Title: Large Language Models explained briefly
Explanation: Conceptual & Philosophical Deconstruction
Visuals: Token probability distribution towers; vector space text morphing; animated connection graphs.
Examples: Predicting the next token following 'The first person to walk on the moon was...'
Analogies: An unimaginably sophisticated autocomplete engine that internalized a simulation of human knowledge.
Applications: ChatGPT, automated coding assistants, AI creative writing engines.
Quality: Unrivaled vocal intimacy and acoustic polish; elegant 60fps Manim vector transitions.
Takeaway: Frame LLMs as next-token predictors before addressing emergent reasoning capabilities.",1,1,1,0,0,1
VID-057,Large Language Models (LLM),Andrej Karpathy,[1hr Talk] Intro to Large Language Models,http://www.youtube.com/watch?v=zjkBMFhNj_g,59:48:00,4.1M+,Masterclass Systems Engineering,Slide deck with internet-scale data compression statistics; GPU cluster photos; security jailbreak slides.,LLaMA-2 70B parameter file footprint; Llama prompt hacking and prompt injections.,LLM as the kernel process of an emerging operating system; pretraining as lossy zip compression of the web.,"Autonomous coding, enterprise AI workflows, LLM cybersecurity vulnerabilities.",Crisp podcast-grade Shure microphone audio; calm authoritative presentation; readable slides.,"Use the 'LLM as an Operating System' mental model to help viewers conceptualize RAM, CPU, and disk equivalents.",215280,4099999.9999999995,"Title: [1hr Talk] Intro to Large Language Models
Explanation: Masterclass Systems Engineering
Visuals: Slide deck with internet-scale data compression statistics; GPU cluster photos; security jailbreak slides.
Examples: LLaMA-2 70B parameter file footprint; Llama prompt hacking and prompt injections.
Analogies: LLM as the kernel process of an emerging operating system; pretraining as lossy zip compression of the web.
Applications: Autonomous coding, enterprise AI workflows, LLM cybersecurity vulnerabilities.
Quality: Crisp podcast-grade Shure microphone audio; calm authoritative presentation; readable slides.
Takeaway: Use the 'LLM as an Operating System' mental model to help viewers conceptualize RAM, CPU, and disk equivalents.",1,1,1,0,0,1
VID-058,Large Language Models (LLM),Andrej Karpathy,Deep Dive into LLMs like ChatGPT,http://www.youtube.com/watch?v=7xTGNNLPyMI,03:31:24,9.4M+,Exhaustive End-to-End Technical Deep Dive,Detailed slides; live terminal tokenization outputs; pretraining loss curves; reinforcement learning diagrams.,"Building and training a GPT from scratch; step-by-step training stages (Pre-training, SFT, RLHF).",Pretraining is reading billions of books; Fine-tuning is learning how to be a helpful customer support agent.,"State-of-the-art commercial AI products (ChatGPT, Claude, Gemini).",Impeccable acoustic setup; ultra-clear screen capture; transparent and engaging pedagogy.,Segment monumental multi-hour topics into crystal-clear developmental stages (Pretraining -> SFT -> RLHF).,12684,9400000.0,"Title: Deep Dive into LLMs like ChatGPT
Explanation: Exhaustive End-to-End Technical Deep Dive
Visuals: Detailed slides; live terminal tokenization outputs; pretraining loss curves; reinforcement learning diagrams.
Examples: Building and training a GPT from scratch; step-by-step training stages (Pre-training, SFT, RLHF).
Analogies: Pretraining is reading billions of books; Fine-tuning is learning how to be a helpful customer support agent.
Applications: State-of-the-art commercial AI products (ChatGPT, Claude, Gemini).
Quality: Impeccable acoustic setup; ultra-clear screen capture; transparent and engaging pedagogy.
Takeaway: Segment monumental multi-hour topics into crystal-clear developmental stages (Pretraining -> SFT -> RLHF).",1,1,1,0,1,1
VID-059,Large Language Models (LLM),IBM Technology,How Large Language Models Work,http://www.youtube.com/watch?v=5sLYAQS9sWQ,05:34,1.6M+,Concise Conceptual Lightboard Lecture,Lightboard diagram showing the pipeline from massive text corpus to embeddings and prediction layers.,Predicting the word 'bark' given the context of 'The dog started to...'.,Super-powered smartphone autocomplete that understands context across hundreds of pages.,"Customer support chatbots, automated email composition tools.",Studio 4K video; crisp lapel microphone; luminous marker contrast on black background.,Deliver a complete end-to-end overview in 5 minutes for busy professionals and junior engineers.,334,1600000.0,"Title: How Large Language Models Work
Explanation: Concise Conceptual Lightboard Lecture
Visuals: Lightboard diagram showing the pipeline from massive text corpus to embeddings and prediction layers.
Examples: Predicting the word 'bark' given the context of 'The dog started to...'.
Analogies: Super-powered smartphone autocomplete that understands context across hundreds of pages.
Applications: Customer support chatbots, automated email composition tools.
Quality: Studio 4K video; crisp lapel microphone; luminous marker contrast on black background.
Takeaway: Deliver a complete end-to-end overview in 5 minutes for busy professionals and junior engineers.",1,1,1,0,0,1
VID-060,Large Language Models (LLM),freeCodeCamp.org,Prompt Engineering Tutorial – Master ChatGPT and LLM Responses,http://www.youtube.com/watch?v=_ZvnD73m40o,41:36:00,2.8M+,Tactical Hands-on Implementation Guide,Real-time OpenAI playground prompt trials; side-by-side prompt output comparisons; markdown templates.,Few-shot prompting for legal text summarization; Chain-of-Thought (CoT) prompting for math puzzles.,"Directing an extremely intelligent intern who needs crystal-clear, structured instructions to do great work.","Automating customer support drafting, code generation pipelines, structured JSON data extraction.",Professional screencast audio; clean high-contrast web UI text; paced instructional progression.,Show 'Bad Prompt vs Good Prompt' side-by-side to visibly prove the performance gap.,149760,2800000.0,"Title: Prompt Engineering Tutorial – Master ChatGPT and LLM Responses
Explanation: Tactical Hands-on Implementation Guide
Visuals: Real-time OpenAI playground prompt trials; side-by-side prompt output comparisons; markdown templates.
Examples: Few-shot prompting for legal text summarization; Chain-of-Thought (CoT) prompting for math puzzles.
Analogies: Directing an extremely intelligent intern who needs crystal-clear, structured instructions to do great work.
Applications: Automating customer support drafting, code generation pipelines, structured JSON data extraction.
Quality: Professional screencast audio; clean high-contrast web UI text; paced instructional progression.
Takeaway: Show 'Bad Prompt vs Good Prompt' side-by-side to visibly prove the performance gap.",1,1,1,0,1,1
VID-061,Large Language Models (LLM),Tina Huang,Google's 9 Hour AI Prompt Engineering Course In 20 Minutes,http://www.youtube.com/watch?v=p09yRj47kNM,20:17,2.1M+,Curriculum Synthesis & Study Guide,Clean Notion-style slides; graphic cards summarizing prompt frameworks; live test demonstrations.,"Zero-shot, Few-shot, Role prompting, and ReAct prompt structures applied to marketing and analytics.",Prompting frameworks as structured recipe cards that prevent the model from hallucinating ingredients.,"Workplace productivity, automated report generation, market research synthesis.",Studio lighting; pleasing aesthetic desk setup; crisp vocal capture; animated bullet summaries.,Package lengthy official corporate courses into high-density 20-minute distillations.,1217,2100000.0,"Title: Google's 9 Hour AI Prompt Engineering Course In 20 Minutes
Explanation: Curriculum Synthesis & Study Guide
Visuals: Clean Notion-style slides; graphic cards summarizing prompt frameworks; live test demonstrations.
Examples: Zero-shot, Few-shot, Role prompting, and ReAct prompt structures applied to marketing and analytics.
Analogies: Prompting frameworks as structured recipe cards that prevent the model from hallucinating ingredients.
Applications: Workplace productivity, automated report generation, market research synthesis.
Quality: Studio lighting; pleasing aesthetic desk setup; crisp vocal capture; animated bullet summaries.
Takeaway: Package lengthy official corporate courses into high-density 20-minute distillations.",1,1,1,0,0,1
VID-062,Large Language Models (LLM),Matt Williams,Optimize Your AI - Quantization Explained,http://www.youtube.com/watch?v=K75j8MkwgJ0,12:10,528K+,Hardware & Model Compression Breakdown,Visual number lines comparing 32-bit floating point precision against 8-bit and 4-bit integers.,Fitting a 70B parameter model on consumer GPUs with FP16 vs INT4 quantization.,Converting an uncompressed high-definition audio file to an efficient MP3 that sounds almost identical.,Running LLMs locally on MacBooks and mobile edge devices without cloud costs.,Rich microphone presence; crisp software screencasts; clean animated graphs.,Explain the tradeoff between VRAM reduction and minor perplexity loss using visual precision grids.,730,528000.0,"Title: Optimize Your AI - Quantization Explained
Explanation: Hardware & Model Compression Breakdown
Visuals: Visual number lines comparing 32-bit floating point precision against 8-bit and 4-bit integers.
Examples: Fitting a 70B parameter model on consumer GPUs with FP16 vs INT4 quantization.
Analogies: Converting an uncompressed high-definition audio file to an efficient MP3 that sounds almost identical.
Applications: Running LLMs locally on MacBooks and mobile edge devices without cloud costs.
Quality: Rich microphone presence; crisp software screencasts; clean animated graphs.
Takeaway: Explain the tradeoff between VRAM reduction and minor perplexity loss using visual precision grids.",1,1,1,0,0,1
VID-063,Large Language Models (LLM),ByteByteGo,How ChatGPT Works Technically | ChatGPT Architecture,http://www.youtube.com/watch?v=bSvTVREwSNw,07:54,948K+,System Architecture Animation,"Animated step-by-step block diagrams of Pre-training, Supervised Fine-Tuning, Reward Modeling, and PPO.",Human annotators ranking multiple model completions to train the reward model.,Pre-training is earning a college degree; SFT is job training; RLHF is learning company etiquette.,"Commercial conversational agents, safety alignment filters in modern AI.",Clean voiceover; consistent brand aesthetic; signature hand-drawn technical diagrams.,Use the three-stage training framework (Pretrain -> Fine-tune -> Align) to structure complex AI discussions.,474,948000.0,"Title: How ChatGPT Works Technically | ChatGPT Architecture
Explanation: System Architecture Animation
Visuals: Animated step-by-step block diagrams of Pre-training, Supervised Fine-Tuning, Reward Modeling, and PPO.
Examples: Human annotators ranking multiple model completions to train the reward model.
Analogies: Pre-training is earning a college degree; SFT is job training; RLHF is learning company etiquette.
Applications: Commercial conversational agents, safety alignment filters in modern AI.
Quality: Clean voiceover; consistent brand aesthetic; signature hand-drawn technical diagrams.
Takeaway: Use the three-stage training framework (Pretrain -> Fine-tune -> Align) to structure complex AI discussions.",1,1,1,0,0,1
VID-064,Large Language Models (LLM),IBM Technology,What is Mixture of Experts?,http://www.youtube.com/watch?v=sYDlVVyJYn4,07:58,68K+,Sparse Architecture & Router Network,Gating router network diagrams directing incoming tokens to specialized expert sub-networks on lightboard.,Routing coding tokens to a coding expert and medical tokens to a biology expert in Mixtral 8x7B.,A hospital reception desk directing patients immediately to specialized doctors instead of generalists.,"High-throughput, cost-efficient LLM serving in commercial APIs (e.g. GPT-4, Mixtral).",Excellent studio acoustics; crisp marker diagramming; engaging and fluid explanation.,Distinguish active parameters per token from total model parameters to clear up efficiency confusion.,478,68000.0,"Title: What is Mixture of Experts?
Explanation: Sparse Architecture & Router Network
Visuals: Gating router network diagrams directing incoming tokens to specialized expert sub-networks on lightboard.
Examples: Routing coding tokens to a coding expert and medical tokens to a biology expert in Mixtral 8x7B.
Analogies: A hospital reception desk directing patients immediately to specialized doctors instead of generalists.
Applications: High-throughput, cost-efficient LLM serving in commercial APIs (e.g. GPT-4, Mixtral).
Quality: Excellent studio acoustics; crisp marker diagramming; engaging and fluid explanation.
Takeaway: Distinguish active parameters per token from total model parameters to clear up efficiency confusion.",1,1,1,0,0,1
VID-065,Large Language Models (LLM),StatQuest with Josh Starmer,"Reinforcement Learning with Human Feedback (RLHF), Clearly Explained!!!",http://www.youtube.com/watch?v=qPN_XZcJf_s,18:02,69K+,Probabilistic Alignment Walkthrough,Reward model scoring plots; human ranking cards; PPO policy shift arrows.,"Rewarding a chatbot for helpful, safe answers and penalizing harmful or toxic completions.",Dog obedience training using treats for good behavior and gentle redirection for bad behavior.,Making ChatGPT polite and safe for public consumer use.,Enthusiastic vocal dynamics; warm audio capture; colorful clear slide illustrations.,Explain why human feedback is necessary because loss functions cannot measure subjective helpfulness.,1082,69000.0,"Title: Reinforcement Learning with Human Feedback (RLHF), Clearly Explained!!!
Explanation: Probabilistic Alignment Walkthrough
Visuals: Reward model scoring plots; human ranking cards; PPO policy shift arrows.
Examples: Rewarding a chatbot for helpful, safe answers and penalizing harmful or toxic completions.
Analogies: Dog obedience training using treats for good behavior and gentle redirection for bad behavior.
Applications: Making ChatGPT polite and safe for public consumer use.
Quality: Enthusiastic vocal dynamics; warm audio capture; colorful clear slide illustrations.
Takeaway: Explain why human feedback is necessary because loss functions cannot measure subjective helpfulness.",1,1,1,0,0,1
VID-066,Large Language Models (LLM),IBM Technology,How KV Cache Speeds Up LLMs for Faster AI Models on GPUs,http://www.youtube.com/watch?v=o0gkdZBtwEg,11:15,153K+,Inference Optimization & Memory Footprint,Token-by-token sequence generation on lightboard showing recomputation waste vs KV memory storage.,"Generating a 1,000-token response and saving GPU matrix multiplications by storing key-value vectors.",Writing down your math scratchwork so you don't have to re-solve previous equations for the next step.,Real-time streaming text generation speed in AI chat interfaces.,High-definition lightboard recording; balanced studio sound; engaging speaker cadence.,Directly calculate the redundant compute saved to demonstrate why KV caching is universally implemented.,675,153000.0,"Title: How KV Cache Speeds Up LLMs for Faster AI Models on GPUs
Explanation: Inference Optimization & Memory Footprint
Visuals: Token-by-token sequence generation on lightboard showing recomputation waste vs KV memory storage.
Examples: Generating a 1,000-token response and saving GPU matrix multiplications by storing key-value vectors.
Analogies: Writing down your math scratchwork so you don't have to re-solve previous equations for the next step.
Applications: Real-time streaming text generation speed in AI chat interfaces.
Quality: High-definition lightboard recording; balanced studio sound; engaging speaker cadence.
Takeaway: Directly calculate the redundant compute saved to demonstrate why KV caching is universally implemented.",1,1,1,1,0,1
