ID,Title,Category,Channel,Duration,Views,cluster,explanation_description_richness,content_coverage,technical_depth,richness_percentile,coverage_percentile,technical_percentile
VID-138,Advanced RAG 03 - Hybrid Search BM25 & Ensembles,Advanced Retrieval & Search,Sam Witteveen,6:47,41K+,0,0.3097938146493203,0.8333333333333334,0.0,28.599999999999998,67.9,10.7
VID-139,RAGAS: How to Evaluate a RAG Application Like a Pro for Beginners,Advanced Retrieval & Search,Mervin Praison,8:38,63K+,0,0.3947974581528846,0.6666666666666666,0.0,55.2,22.1,10.7
VID-140,"RAG Evaluation: Precision, Recall, Faithfulness, RAGAS Explained Clearly",Advanced Retrieval & Search,Logical Lenses,12:19,24K+,0,0.342573063410945,0.8333333333333334,0.0,40.6,67.9,10.7
VID-141,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,LLM Systems & Inference Optimization,AI Coffee Break with Letitia,8:55,43K+,1,0.3606571334666318,0.8333333333333334,0.2307692307692307,45.800000000000004,67.9,75.5
VID-142,Direct Preference Optimization (DPO) - How to fine-tune LLMs directly without reinforcement learning,LLM Systems & Inference Optimization,Luis Serrano Academy,21:15,37K+,1,0.3267396477627978,0.8333333333333334,0.2307692307692307,34.599999999999994,67.9,75.5
VID-143,How FlashAttention Accelerates Generative AI Revolution,LLM Systems & Inference Optimization,Jia-Bin Huang,11:54,39K+,9,0.3854168972530659,0.8333333333333334,0.1538461538461538,52.800000000000004,67.9,59.9
VID-144,Faster LLMs: Accelerate Inference with Speculative Decoding,LLM Systems & Inference Optimization,IBM Technology,9:39,34K+,3,0.4525105007186283,1.0,0.2307692307692307,71.8,95.89999999999999,75.5
VID-145,What is vLLM? Efficient AI Inference for Large Language Models,LLM Systems & Inference Optimization,IBM Technology,4:58,101K+,9,0.3870175750998202,0.6666666666666666,0.1538461538461538,53.2,22.1,59.9
VID-146,What is Low-Rank Adaptation (LoRA) | explained by the inventor,LLM Systems & Inference Optimization,Edward Hu,7:29,141K+,9,0.4154452583786655,0.8333333333333334,0.0769230769230769,63.6,67.9,35.699999999999996
VID-147,What is YOLO algorithm? | Deep Learning Tutorial 31,Computer Vision & Multimodal AI,codebasics,16:05,952K+,6,0.4108054823115862,0.6666666666666666,0.1538461538461538,62.0,22.1,59.9
VID-148,How computers learn to recognize objects instantly | Joseph Redmon,Computer Vision & Multimodal AI,TED,7:38,1.1M+,6,0.2899367922380583,0.6666666666666666,0.0,20.4,22.1,10.7
VID-149,SAM - Segment Anything Model by Meta AI: Complete Guide,Computer Vision & Multimodal AI,Roboflow,12:55,117K+,6,0.3043635001769721,0.8333333333333334,0.1538461538461538,26.0,67.9,59.9
VID-150,OpenAI's Whisper Model Explained,Computer Vision & Multimodal AI,What's AI by Louis-François Bouchard,5:25,36K+,3,0.3101008298287062,0.6666666666666666,0.3076923076923077,28.799999999999997,22.1,85.9
VID-151,What Are Vision Language Models? How AI Sees & Understands Images,Computer Vision & Multimodal AI,IBM Technology,9:48,141K+,3,0.3695597939195696,0.6666666666666666,0.1538461538461538,47.8,22.1,59.9
VID-152,NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis,Computer Vision & Multimodal AI,Yannic Kilcher,33:56:00,205K+,6,0.3970672433625359,0.8333333333333334,0.0769230769230769,56.599999999999994,67.9,35.699999999999996
VID-153,Q Learning Explained (tutorial),Reinforcement Learning & Game Theory,Siraj Raval,9:27,381K+,1,0.2869142537934157,0.8333333333333334,0.1538461538461538,19.6,67.9,59.9
VID-154,Deep Q-Networks Explained!,Reinforcement Learning & Game Theory,CodeEmporium,10:51,77K+,1,0.2981351860289994,0.6666666666666666,0.1538461538461538,22.8,22.1,59.9
VID-155,Proximal Policy Optimization (PPO) for LLMs Explained Intuitively,Reinforcement Learning & Game Theory,Julia Turc,22:03,69K+,1,0.3507290607805337,0.8333333333333334,0.1538461538461538,43.6,67.9,59.9
VID-156,Understanding GANs (Generative Adversarial Networks),Generative AI & Diffusion Models,DeepBean,26:46:00,70K+,5,0.304833910261935,0.8333333333333334,0.2307692307692307,26.200000000000003,67.9,75.5
VID-157,What are Generative Adversarial Networks (GANs) and how do they work?,Generative AI & Diffusion Models,Packt,3:55,88K+,5,0.2751616041053097,1.0,0.0769230769230769,16.6,95.89999999999999,35.699999999999996
VID-158,Understanding Variational Autoencoders (VAEs),Generative AI & Diffusion Models,DeepBean,29:54:00,72K+,5,0.2948729722179586,0.8333333333333334,0.1538461538461538,21.6,67.9,59.9
VID-159,Vision Transformer Quick Guide - Theory and Code in (almost) 15 min,Advanced Neural Architectures,DeepFindr,16:51,209K+,6,0.2424338626700468,0.8333333333333334,0.9230769230769232,8.0,67.9,99.8
VID-160,Vision Transformer,Advanced Neural Architectures,AGI Lambda,5:05,69K+,6,0.2066455591644354,0.8333333333333334,0.2307692307692307,2.0,67.9,75.5
VID-161,Vision Transformer (ViT) - An image is worth 16x16 words | Paper Explained,Advanced Neural Architectures,Aleksa Gordić - The AI Epiphany,24:57:00,47K+,6,0.2596312352613084,0.6666666666666666,0.0769230769230769,12.0,22.1,35.699999999999996
VID-162,"Graph Neural Networks (GNN) | Nodes, Edges, Adjacency Matrix, Message Passing",Advanced Neural Architectures,Vizuara,29:00:00,21K+,7,0.3088751531885363,0.8333333333333334,0.1538461538461538,28.199999999999996,67.9,59.9
VID-163,AI Explained - Graph Neural Networks | How AI Uses Graphs to Accelerate Innovation,Advanced Neural Architectures,SandboxAQ,3:24,4.8M+,7,0.2023517518786186,0.6666666666666666,0.0769230769230769,1.4000000000000001,22.1,35.699999999999996
VID-164,MAMBA from Scratch: Neural Nets Better and Faster than Transformers,Advanced Neural Architectures,Algorithmic Simplicity,31:51:00,318K+,9,0.3198807596953402,0.8333333333333334,0.2307692307692307,32.6,67.9,75.5
VID-165,Residual Networks (ResNet) [Physics Informed Machine Learning],Advanced Neural Architectures,Steve Brunton,17:26,93K+,7,0.3304264553096946,0.6666666666666666,0.2307692307692307,35.4,22.1,75.5
VID-166,crewAI Crash Course For Beginners-How To Create Multi AI Agent For Complex Usecases,Agentic AI & Multi-Agent Systems,Krish Naik,32:42:00,152K+,2,0.3429138767858452,0.8333333333333334,0.2307692307692307,41.0,67.9,75.5
VID-167,Getting Started with CrewAI Open Source,Agentic AI & Multi-Agent Systems,CrewAI,14:21,82K+,2,0.2390521626591084,0.6666666666666666,0.0,7.000000000000001,22.1,10.7
VID-168,LangGraph: Multi-Agent Workflows,Agentic AI & Multi-Agent Systems,LangChain,24:02:00,164K+,2,0.2525837341959849,0.8333333333333334,0.1538461538461538,10.2,67.9,59.9
VID-169,Multi Agent Systems - a complete guide with hands-on using LangGraph,Agentic AI & Multi-Agent Systems,AI Bites,52:23:00,24K+,2,0.3317213627143995,0.8333333333333334,0.0769230769230769,36.0,67.9,35.699999999999996
VID-170,Understand Microsoft AutoGen 0.4 with a Mini Project,Agentic AI & Multi-Agent Systems,MadeForCloud,19:55,13K+,2,0.2647267549737701,0.8333333333333334,0.3076923076923077,13.4,67.9,85.9
VID-171,Microsoft Autogen Crash Course | Beginner Friendly,Agentic AI & Multi-Agent Systems,Mayank Aggarwal,3:59:41,13K+,2,0.2532011930669065,0.8333333333333334,0.2307692307692307,10.6,67.9,75.5
VID-172,MCP Explained in 2 Minutes (Model Context Protocol),Agentic AI & Multi-Agent Systems,9x,2:28,44K+,2,0.2399784031872295,0.8333333333333334,0.0,7.199999999999999,67.9,10.7
VID-173,What is MCP? Integrate AI Agents with Databases & APIs,Agentic AI & Multi-Agent Systems,IBM Technology,3:46,696K+,2,0.2508170212651499,0.6666666666666666,0.0769230769230769,9.6,22.1,35.699999999999996
VID-174,AI Agents 101 Masterclass | Tool Use - Function Calling,Agentic AI & Multi-Agent Systems,All About AI,21:13,22K+,2,0.2490808101219865,0.6666666666666666,0.0,9.4,22.1,10.7
VID-175,Tool Use & Function Calling Explained | How AI Agents Actually Get Things Done,Agentic AI & Multi-Agent Systems,NeuralCanvas,8:01,184,2,0.3390774756566576,1.0,0.2307692307692307,40.2,95.89999999999999,75.5
VID-176,Ep 20. ColBERT: Efficient and Effective Passage Search,Advanced Retrieval & Search,AI Papers Podcast,6:33,2.2K+,0,0.2909533167604902,0.6666666666666666,0.3076923076923077,20.8,22.1,85.9
VID-177,Late Interaction Beats Single Vectors For RAG,Advanced Retrieval & Search,Hamel Husain,35:49:00,2.0K+,0,0.335666474719585,1.0,0.3076923076923077,38.4,95.89999999999999,85.9
VID-178,Hybrid Search for RAG: BM25 + Vector Search Explained,Advanced Retrieval & Search,SkillAgents AI,8:12,939,0,0.2737068490579809,0.8333333333333334,0.1538461538461538,15.4,67.9,59.9
VID-179,BM25 Algorithm and Hybrid Search: AI Explained,Advanced Retrieval & Search,Tejas Kumar,9:45,11K+,0,0.2342310460078192,1.0,0.2307692307692307,6.4,95.89999999999999,75.5
VID-180,Context Engineering vs. Prompt Engineering: Smarter AI with RAG & Agents,Advanced Retrieval & Search,IBM Technology,7:52,245K+,2,0.3384505772891463,0.6666666666666666,0.1538461538461538,39.800000000000004,22.1,59.9
VID-181,"Direct Preference Optimization (DPO) explained: Bradley-Terry model, log probabilities, math",LLM Systems & Inference Optimization,Umar Jamil,48:46:00,39K+,1,0.3135449984851403,0.8333333333333334,0.4615384615384615,30.2,67.9,95.6
VID-182,Flash Attention: The Fastest Attention Mechanism?,LLM Systems & Inference Optimization,Tales Of Tensors,8:43,14K+,9,0.3343076722290115,0.8333333333333334,0.1538461538461538,37.4,67.9,59.9
VID-183,FlashAttention: Accelerate LLM training,LLM Systems & Inference Optimization,Machine Learning Studio,11:27,15K+,9,0.2081370778389864,0.6666666666666666,0.0769230769230769,2.1999999999999997,22.1,35.699999999999996
VID-184,What is Speculative Sampling? | Boosting LLM inference speed,LLM Systems & Inference Optimization,AssemblyAI,6:18,4.2K+,3,0.305623915480866,0.8333333333333334,0.2307692307692307,26.8,67.9,75.5
VID-185,Speculative Decoding: When Two LLMs are Faster than One,LLM Systems & Inference Optimization,Efficient NLP,12:46,37K+,3,0.2823873219887304,1.0,0.2307692307692307,19.0,95.89999999999999,75.5
VID-186,Optimize LLM inference with vLLM,LLM Systems & Inference Optimization,Red Hat,6:13,19K+,9,0.3839396649201428,0.6666666666666666,0.1538461538461538,52.2,22.1,59.9
VID-187,How the vLLM inference engine works?,LLM Systems & Inference Optimization,KodeKloud,2:54,179K+,9,0.2133845213201853,0.6666666666666666,0.0769230769230769,3.0,22.1,35.699999999999996
VID-188,What is LoRA? Low-Rank Adaptation for finetuning LLMs EXPLAINED,LLM Systems & Inference Optimization,AI Coffee Break with Letitia,8:22,108K+,9,0.3474686148780391,0.8333333333333334,0.0769230769230769,41.8,67.9,35.699999999999996
VID-189,LoRA: Low-Rank Adaptation of Large Language Models - Explained visually + PyTorch code,LLM Systems & Inference Optimization,Umar Jamil,26:55:00,56K+,3,0.246587281230021,1.0,0.6153846153846154,8.799999999999999,95.89999999999999,98.9
VID-190,LoRA - Low-rank Adaption of AI Large Language Models: LoRA and QLoRA Explained Simply,LLM Systems & Inference Optimization,Wes Roth,4:38,84K+,9,0.2043222211577571,0.6666666666666666,0.0,1.6,22.1,10.7
VID-191,Let's Visualize How YOLO Works,Computer Vision & Multimodal AI,AGI Lambda,6:01,45K+,6,0.3489838369759975,0.8333333333333334,0.0,42.0,67.9,10.7
VID-192,How YOLO Object Detection Works,Computer Vision & Multimodal AI,DeepBean,17:04,160K+,6,0.2660697130549463,0.8333333333333334,0.2307692307692307,13.600000000000001,67.9,75.5
VID-193,Segment Anything Paper Explained: New Foundation Model From Meta AI Is Impressive!,Computer Vision & Multimodal AI,No Hype AI,6:16,15K+,6,0.3338315663976851,0.8333333333333334,0.3076923076923077,36.6,67.9,85.9
VID-194,"Explaining the Segment Anything Model - Network architecture, Dataset, Training",Computer Vision & Multimodal AI,Neural Breakdown with AVB,13:02,42K+,6,0.3382959475282073,0.6666666666666666,0.2307692307692307,39.6,22.1,75.5
VID-195,OpenAI Whisper: Robust Speech Recognition via Large-Scale Weak Supervision,Computer Vision & Multimodal AI,Aleksa Gordić - The AI Epiphany,1:02:42,47K+,3,0.3958629180214273,0.6666666666666666,0.1538461538461538,56.00000000000001,22.1,59.9
VID-196,Q-Learning Explained - Reinforcement Learning Tutorial,Reinforcement Learning & Game Theory,AssemblyAI,6:48,29K+,1,0.2903377798403218,0.8333333333333334,0.1538461538461538,20.599999999999998,67.9,59.9
VID-197,Q-Learning: Model Free Reinforcement Learning and Temporal Difference Learning,Reinforcement Learning & Game Theory,Steve Brunton,35:35:00,172K+,1,0.2801384602891018,0.6666666666666666,0.0769230769230769,18.0,22.1,35.699999999999996
VID-198,Simply Explaining Deep Q-Learning/Deep Q-Network (DQN),Reinforcement Learning & Game Theory,Johnny Code,34:05:00,82K+,7,0.2439687854785908,0.8333333333333334,0.4615384615384615,8.4,67.9,95.6
VID-199,Deep Q-Learning - Combining Neural Networks and Reinforcement Learning,Reinforcement Learning & Game Theory,deeplizard,10:50,151K+,1,0.245196157059946,0.6666666666666666,0.2307692307692307,8.6,22.1,75.5
VID-200,Proximal Policy Optimization | ChatGPT uses this,Reinforcement Learning & Game Theory,CodeEmporium,13:26,48K+,1,0.273316650133121,0.8333333333333334,0.3076923076923077,15.0,67.9,85.9
VID-201,Proximal Policy Optimization Explained,Reinforcement Learning & Game Theory,Edan Meyer,17:50,82K+,1,0.2301949389342354,0.6666666666666666,0.0769230769230769,6.2,22.1,35.699999999999996
VID-202,"What is Multimodal AI? How LLMs Process Text, Images, and More",Computer Vision & Multimodal AI,IBM Technology,9:15,49K+,3,0.440061165820417,0.6666666666666666,0.1538461538461538,69.39999999999999,22.1,59.9
VID-203,How do Multimodal AI models work? Simple explanation,Computer Vision & Multimodal AI,AssemblyAI,6:44,84K+,3,0.3741522704447774,0.8333333333333334,0.0769230769230769,49.4,67.9,35.699999999999996
VID-204,"NERFs (No, not that kind) - Neural Radiance Fields - Computerphile",Computer Vision & Multimodal AI,Computerphile,13:35,84K+,6,0.3778076099826064,0.6666666666666666,0.0,50.2,22.1,10.7
VID-205,Key Metrics and Evaluation Methods for RAG,Advanced Retrieval & Search,What's AI by Louis-François Bouchard,10:43,33K+,0,0.3348629309552497,0.6666666666666666,0.0,38.0,22.1,10.7
VID-206,How DeepSeek Rewrote the Transformer [MLA],Reasoning Models & Test-Time Compute,Welch Labs,14:18,180K+,9,0.4085494879331824,0.8333333333333334,0.1538461538461538,61.0,67.9,59.9
VID-207,DeepSeek R1 Theory Overview | GRPO + RL + SFT,Reasoning Models & Test-Time Compute,Deep Learning with Yacine,22:45,45K+,1,0.4012243789657283,0.8333333333333334,0.3076923076923077,58.4,67.9,85.9
VID-208,What is DeepSeek? AI Model Basics Explained,Reasoning Models & Test-Time Compute,IBM Technology,6:12,310K+,7,0.4009457910117869,0.6666666666666666,0.0769230769230769,57.8,22.1,35.699999999999996
VID-209,Scaling Test Time Compute: How o3-Style Reasoning Works (+ Open Source Implementation),Reasoning Models & Test-Time Compute,Adam Lucek,18:24,35K+,2,0.3312668270842177,1.0,0.3076923076923077,35.6,95.89999999999999,85.9
VID-210,Process Reward Models: Grading Every Step RL for LLMs,Reasoning Models & Test-Time Compute,AI WITH Rithesh,11:32,1.8K+,1,0.4035709577922827,0.8333333333333334,0.0769230769230769,59.599999999999994,67.9,35.699999999999996
VID-211,Tree of Thoughts: Deliberate Problem Solving with Large Language Models (Full Paper Review),Reasoning Models & Test-Time Compute,Yannic Kilcher,43:12:00,74K+,3,0.3832414903174315,0.6666666666666666,0.0,51.800000000000004,22.1,10.7
VID-212,Tree of Thoughts: Deliberate Problem Solving with Large Language Models | Paper Summary,Reasoning Models & Test-Time Compute,Lucas Soares | Automata Learning Lab,9:40,12K+,3,0.2548675267544129,0.6666666666666666,0.0769230769230769,11.0,22.1,35.699999999999996
VID-213,Neel Nanda – Mechanistic Interpretability: A Whirlwind Tour,AI Safety & Mechanistic Interpretability,Neel Nanda,21:32,22K+,7,0.2986609978943814,0.8333333333333334,0.5384615384615384,23.200000000000003,67.9,97.6
VID-214,An Introduction to Mechanistic Interpretability – Neel Nanda | IASEAI 2025,AI Safety & Mechanistic Interpretability,International Association for Safe & Ethical AI,25:13:00,12K+,3,0.3080333745269855,0.6666666666666666,0.0,27.800000000000004,22.1,10.7
VID-215,Mechanistic Interpretability - NEEL NANDA (DeepMind),AI Safety & Mechanistic Interpretability,Machine Learning Street Talk,3:57:44,143K+,7,0.396823905320757,0.8333333333333334,0.0769230769230769,56.39999999999999,67.9,35.699999999999996
VID-216,A Window  Into LLMs | Sparse Autoencoders Explained,AI Safety & Mechanistic Interpretability,Papers Are Wonderful,5:27,19K+,7,0.3786151650441587,0.6666666666666666,0.1538461538461538,50.6,22.1,59.9
VID-217,Superposition in neural networks | Dario Amodei and Lex Fridman,AI Safety & Mechanistic Interpretability,Lex Clips,7:43,14K+,7,0.349327084503911,0.8333333333333334,0.1538461538461538,42.4,67.9,59.9
VID-218,Understanding Constitutional AI - the paper and key concepts,AI Safety & Mechanistic Interpretability,Sam Witteveen,11:15,11K+,1,0.3505071298363863,0.6666666666666666,0.0,43.4,22.1,10.7
VID-219,RLAIF vs. RLHF: the technology behind Anthropic’s Claude (Constitutional AI Explained),AI Safety & Mechanistic Interpretability,AssemblyAI,5:54,8.0K+,2,0.3646243059373227,0.6666666666666666,0.0,46.800000000000004,22.1,10.7
VID-220,Constitutional AI - Daniela Amodei (Anthropic),AI Safety & Mechanistic Interpretability,Stanford eCorner,5:42,6.6K+,2,0.3074048947230728,0.6666666666666666,0.0,27.6,22.1,10.7
VID-221,3D Gaussian Splatting! - Computerphile,"3D AI, Gaussian Splatting & World Models",Computerphile,17:40,262K+,6,0.3387423499206362,0.8333333333333334,0.1538461538461538,40.0,67.9,59.9
VID-222,What is 3D Gaussian Splatting?,"3D AI, Gaussian Splatting & World Models",Bad Decisions Studio,3:23,211K+,6,0.3170736080240671,0.6666666666666666,0.0,31.6,22.1,10.7
VID-223,3D Gaussian Splatting - Explained!,"3D AI, Gaussian Splatting & World Models",Bilawal Sidhu,8:28,190K+,6,0.3576656633797589,0.6666666666666666,0.0,44.800000000000004,22.1,10.7
VID-224,World Models explained in 10min..,"3D AI, Gaussian Splatting & World Models",Caleb Writes Code,10:14,56K+,1,0.3629063700181939,0.6666666666666666,0.1538461538461538,46.400000000000006,22.1,59.9
VID-225,How Sora Simulates the World,"3D AI, Gaussian Splatting & World Models",OnlyBulbsTV,8:52,28K+,5,0.4272613629639193,0.6666666666666666,0.1538461538461538,66.4,22.1,59.9
VID-226,Google's RT-2: The First Vision-Language-Action (VLA) Model Explained,Robotics & Vision-Language-Action (VLA),Clear Tech,7:17,440+,3,0.4041710661693211,0.6666666666666666,0.0769230769230769,60.0,22.1,35.699999999999996
VID-227,"Vision Language Action Models - OpenVLA, π0, RT-2, Gemini Robotics",Robotics & Vision-Language-Action (VLA),Architecture Bytes - AI,8:04,5.6K+,1,0.3341880329407288,0.6666666666666666,0.0769230769230769,37.0,22.1,35.699999999999996
VID-228,LLMs Meet Robotics: What Are Vision-Language-Action Models? (VLA Series Ep.1),Robotics & Vision-Language-Action (VLA),Ilia,35:07:00,59K+,1,0.4116277534114482,0.6666666666666666,0.0,62.2,22.1,10.7
VID-229,How does Groq LPU work? (w/ Head of Silicon Igor Arsovski!),Hardware Acceleration & AI Silicon,Aleksa Gordić - The AI Epiphany,1:11:46,32K+,9,0.4381031396224446,0.6666666666666666,0.0769230769230769,68.60000000000001,22.1,35.699999999999996
VID-230,LPU vs GPU vs TPU vs CPU: What's the Difference? Jonathan Ross from Groq Explains,Hardware Acceleration & AI Silicon,Lumida Wealth,1:48,14K+,9,0.3338673194508016,0.8333333333333334,0.0769230769230769,36.8,67.9,35.699999999999996
VID-231,"LLM Quantization Explained: GPTQ, AWQ, QLoRA, GGUF and More","Quantization, Distillation & Model Compression",Tales Of Tensors,14:15,25K+,9,0.365971927729768,0.8333333333333334,0.0769230769230769,47.199999999999996,67.9,35.699999999999996
VID-232,GGUF vs AWQ vs GPTQ: LLM Quantization Methods Explained,"Quantization, Distillation & Model Compression",Cloud Codes,10:20,18K+,9,0.3226596701364029,0.6666666666666666,0.0769230769230769,33.800000000000004,22.1,35.699999999999996
VID-233,Knowledge Distillation: How LLMs train each other,"Quantization, Distillation & Model Compression",Julia Turc,16:04,86K+,1,0.4572261947942776,0.8333333333333334,0.2307692307692307,73.6,67.9,75.5
VID-234,Knowledge Distillation in Neural Networks - Explained!,"Quantization, Distillation & Model Compression",CodeEmporium,13:25,4.1K+,7,0.3806430458060669,0.6666666666666666,0.2307692307692307,51.0,22.1,75.5
VID-235,Vector Database Search: HNSW Algorithm Explained,Vector Search & Graph RAG,Redis,13:05,12K+,0,0.4313546406802901,0.8333333333333334,0.1538461538461538,67.2,67.9,59.9
VID-236,Vector Database Search - Hierarchical Navigable Small Worlds (HNSW) Explained,Vector Search & Graph RAG,DataMListic,8:03,56K+,0,0.3029860118421162,0.8333333333333334,0.1538461538461538,25.2,67.9,59.9
VID-237,GraphRAG: Building a Smarter AI System (full walkthrough),Vector Search & Graph RAG,Thu Vu,35:47:00,66K+,2,0.3007330787545026,0.8333333333333334,0.2307692307692307,24.0,67.9,75.5
VID-238,"Let's build GPT: from scratch, in code, spelled out.",LLM Architecture & Open Source Implementations,Andrej Karpathy,1:56:20,7.8M+,3,0.3702946033835719,1.0,0.3076923076923077,48.199999999999996,95.89999999999999,85.9
VID-239,The spelled-out intro to neural networks and backpropagation: building micrograd,LLM Architecture & Open Source Implementations,Andrej Karpathy,2:25:52,4.0M+,7,0.3589625203960466,0.8333333333333334,0.5384615384615384,45.2,67.9,97.6
VID-240,Let's build the GPT Tokenizer,LLM Architecture & Open Source Implementations,Andrej Karpathy,2:13:35,1.2M+,3,0.3555727009777702,0.8333333333333334,0.3846153846153846,44.4,67.9,92.5
VID-241,How Rotary Position Embedding Supercharges Modern LLMs [RoPE],LLM Architecture & Open Source Implementations,Jia-Bin Huang,13:39,35K+,4,0.4010146192635588,0.8333333333333334,0.0769230769230769,57.99999999999999,67.9,35.699999999999996
VID-242,Rotary Positional Embeddings: Combining Absolute and Relative,LLM Architecture & Open Source Implementations,Efficient NLP,11:17,83K+,3,0.3878006374504971,1.0,0.3076923076923077,53.6,95.89999999999999,85.9
VID-243,SGLang Explained: The Fastest Open-Source Framework for LLM Inference,LLM Architecture & Open Source Implementations,Micro Learning,6:58,73,9,0.373901437748883,0.6666666666666666,0.1538461538461538,49.2,22.1,59.9
VID-244,Together Mixture-Of-Agents explained in 3 minutes,LLM Architecture & Open Source Implementations,Together AI,3:07,2.6K+,2,0.3316292058911539,0.6666666666666666,0.0,35.8,22.1,10.7
VID-245,"StatQuest: Principal Component Analysis (PCA), Step-by-Step",Machine Learning (ML),StatQuest with Josh Starmer,21:58,3.7M+,4,0.4252778377731635,0.6666666666666666,0.0769230769230769,66.2,22.1,35.699999999999996
VID-246,StatQuest: PCA main ideas in only 5 minutes!!!,Machine Learning (ML),StatQuest with Josh Starmer,6:05,1.6M+,4,0.2670925289854019,0.6666666666666666,0.0769230769230769,14.2,22.1,35.699999999999996
VID-247,XGBoost Part 1 (of 4): Regression,Machine Learning (ML),StatQuest with Josh Starmer,25:46:00,907K+,8,0.4276555312178406,0.8333333333333334,0.1538461538461538,66.60000000000001,67.9,59.9
VID-248,Gradient Boost Part 1 (of 4): Regression Main Ideas,Machine Learning (ML),StatQuest with Josh Starmer,15:52,1.0M+,8,0.4280002276009373,0.6666666666666666,0.4615384615384615,66.8,22.1,95.6
VID-249,Visual Guide to Gradient Boosted Trees (xgboost),Machine Learning (ML),Econoscent,4:06,349K+,8,0.2883487587288517,0.6666666666666666,0.1538461538461538,20.200000000000003,22.1,59.9
VID-250,Support Vector Machines Part 1 (of 3): Main Ideas!!!,Machine Learning (ML),StatQuest with Josh Starmer,20:32,1.7M+,8,0.3662633045252469,0.8333333333333334,0.0769230769230769,47.4,67.9,35.699999999999996
VID-251,Random Forest Algorithm Clearly Explained!,Machine Learning (ML),Normalized Nerd,8:01,907K+,8,0.2804966069890942,0.6666666666666666,0.0769230769230769,18.2,22.1,35.699999999999996
VID-252,"Linear Regression, Clearly Explained!!!",Machine Learning (ML),StatQuest with Josh Starmer,27:27:00,710K+,8,0.2670543494098457,0.8333333333333334,0.0769230769230769,14.000000000000002,67.9,35.699999999999996
VID-253,"ROC and AUC, Clearly Explained!",Machine Learning (ML),StatQuest with Josh Starmer,16:17,1.9M+,8,0.3980647787253805,0.8333333333333334,0.0769230769230769,56.8,67.9,35.699999999999996
VID-254,Regularization Part 1: Ridge (L2) Regression,Machine Learning (ML),StatQuest with Josh Starmer,20:27,1.4M+,4,0.3028945341399307,0.8333333333333334,0.0769230769230769,25.0,67.9,35.699999999999996
VID-255,Regularization Part 2: Lasso (L1) Regression,Machine Learning (ML),StatQuest with Josh Starmer,8:19,722K+,8,0.3489994858519434,0.8333333333333334,0.0,42.199999999999996,67.9,10.7
VID-256,"StatQuest: t-SNE, Clearly Explained",Machine Learning (ML),StatQuest with Josh Starmer,11:48,572K+,4,0.3231584025264219,0.6666666666666666,0.0769230769230769,34.0,22.1,35.699999999999996
VID-257,"Naive Bayes, Clearly Explained!!!",Machine Learning (ML),StatQuest with Josh Starmer,15:12,1.4M+,8,0.3243226210952017,0.8333333333333334,0.2307692307692307,34.2,67.9,75.5
VID-258,"Transformer Neural Networks, ChatGPT's foundation, Clearly Explained!!!",Natural Language Processing (NLP),StatQuest with Josh Starmer,36:15:00,1.1M+,3,0.3692796269137813,0.8333333333333334,0.1538461538461538,47.599999999999994,67.9,59.9
VID-259,Neural Networks Part 8: Image Classification with Convolutional Neural Networks (CNNs),Computer Vision & Multimodal AI,StatQuest with Josh Starmer,15:24,434K+,6,0.3805400874288244,0.6666666666666666,0.1538461538461538,50.8,22.1,59.9
VID-260,"Recurrent Neural Networks (RNNs), Clearly Explained!!!",Natural Language Processing (NLP),StatQuest with Josh Starmer,16:37,1.0M+,7,0.3355690318164019,0.6666666666666666,0.2307692307692307,38.2,22.1,75.5
VID-261,Illustrated Guide to LSTM's and GRU's: A step by step explanation,Natural Language Processing (NLP),The AI Hacker,11:18,593K+,7,0.2244864509434803,0.6666666666666666,0.0,4.8,22.1,10.7
VID-262,"Backpropagation, intuitively | Deep Learning Chapter 3",Machine Learning (ML),3Blue1Brown,12:47,6.2M+,7,0.4069461803999633,0.8333333333333334,0.5384615384615384,60.6,67.9,97.6
VID-263,Backpropagation calculus | Deep Learning Chapter 4,Machine Learning (ML),3Blue1Brown,10:18,3.9M+,7,0.4457548738668073,1.0,0.5384615384615384,70.6,95.89999999999999,97.6
VID-264,What's a Tensor?,Machine Learning (ML),Dan Fleisch,12:21,4.2M+,4,0.6198599048604809,1.0,0.1538461538461538,97.6,95.89999999999999,59.9
VID-265,AlphaGo - The Movie | Full award-winning documentary,Reinforcement Learning & AI Milestones,Google DeepMind,1:30:28,38.3M+,1,0.5418132561874701,0.6666666666666666,0.0769230769230769,91.0,22.1,35.699999999999996
VID-266,OpenAI Plays Hide and Seek…and Breaks The Game! 🤖,Reinforcement Learning & AI Milestones,Two Minute Papers,6:02,10.9M+,1,0.4717193449999464,0.6666666666666666,0.0,77.8,22.1,10.7
VID-267,OpenAI: The Age of AI Is Here!,Reinforcement Learning & AI Milestones,Two Minute Papers,7:30,204K+,2,0.3037629039201271,0.8333333333333334,0.0,25.4,67.9,10.7
VID-268,"Yann LeCun: Meta AI, Open Source, Limits of LLMs, AGI & the Future of AI | Lex Fridman Podcast #416","AI History, Big Tech & Pioneer Dialogues",Lex Fridman,2:47:17,1.2M+,1,0.4529897059936134,0.6666666666666666,0.2307692307692307,72.0,22.1,75.5
